,id,content
2261,1003,'66.67.68.69.70.74.72.73.74.75.76.77.78.79.80.84.82.83.84.85.86.8.88.89.90.94.92.विषयभाग-2 (Innovative) Advanced Dragon Fruit Cultivation Apple Ber Advanced Strawberry Cultivation Pineapple Cultivation Vegetable Cultivation Black Rice Cultivation Name Paddy Modern Cultivation Wheat Cultivation Cultivation Kadaknath Kukkut Farming Commercial Quail Farming Fish Farming by Recirculation Aquaculture System (RAS) Forestry Co-operation: Natural Medicine Repository Shishimsagaun * 3 Bocciucalyptospolar Jatropha Cultivation Integrated Pesticide Management (IPM) Crop Residue Management Improvement'
2262,1033,"'Kharif / Kharif / Rabi Foodgrains Rice is one of the three important food crops of the world. It is the staple food of 2. 7 billion people. It is cultivated on about 450 million hectares in the world and 435 million hectares in Asia. Paddy is cultivated on about 44 million hectares in India and about 5. 9 million hectares in Uttar Pradesh under various conditions: irrigated, non-irrigated, inundated, non-irrigated, and flood-prone areas. There is a need to emphasize on the development of high-yielding hybrid varieties of rice for different conditions, namely, suitable irrigated and heterogeneous conditions. The first hybrid development programme started in China in 4964. Hybrid paddy is being cultivated in more than of area. Details of major hybrids are given in the table below. Hybrid paddy is cultivated in the same way as normal varieties. Trials have shown that hybrids yield 40-42 kuntal \'hectares\' more than normal varieties because they have a higher number of hairs and reticulate granules per plant and are suitable for heterogeneous conditions. It is known that hybrids are developed by the combination of male and female of two species with different genetic traits, in which the seed of the first generation is used as the new variety, because the first generation has a unique ooze capacity, which is able to give a higher yield than the best common varieties. Note that in the next generation, due to the disintegration of their combined qualities, the ooze capacity is greatly increased and the yield is reduced. As a result, hybrid seed farmers have to buy every year. Table 4: Major Hybrids and Properties of Paddy: S. Average yield of hybrid / period (day) Kuntal \'H.No. Developed year 4. KRH-2 (996) 30-35 74.002. . Pant hybrid paddy-4 (997) 445-20 68.003. . Narendra hybrid paddy-2 (998) 425-30 64.504. .PHB-7] (997) 430-35 78.605. Pro Agro-6204 (2000) Arise 425-30 64.806. Pro Agro-6444 (200) Arise 35-40 64.07. Saava-427 440-445 50.008. .PAC 835,837 420-30 65.009. . Pusa RH-0 (200) + 420-25 43.5040. Ganga * 425-30 56.40 29'"
2263,2410,"'* Yes. . \' 5. . \' #à¤•0à¤·à¤¿07 |! 1]. . \' . \' . \' 5! Maize is the second most important crop grown after wheat in Uttar Pradesh by natural means. It is a multi-purpose crop. Because it is a major component of human and animal diets, it is also important from an industrial point of view. Corn is rich in carbohydrates, proteins, and vitamins. Maize is a good source of energy for the body. Maize is rich in minerals essential for the body such as phosphorus, magnesium, manganese, zinc, copper, iron, etc. Maize can be grown in the state in all three seasons, Kharif (June to July), Rabi (October to November) and Zaid (February to March). About 2. 00 lakh hectares have been cultivated in the state in the year 2022. During which about 45 lakh metric tons of maize has been produced. For land selection-natural farming, special care should be taken as to how much organic carbon is in the soil of the land where natural farming is being done in the first year, that is, the soil whose organic carbon is more than 0. 3 should be used for natural farming in the first year. Otherwise, the crop yield decreases. Fossil percentage should be taken care of while adopting natural farming.'"
2264,1002,'30.34.32.33.34.35.36.37.36.39.40.44.42.43.44.45.46.47.48.49.50.54.52.53.54.55.56.57.58.59.60.64.62.63.64.65. 5. (4) Cultivation of Vegetables and Fruit Cultivation Advanced Cultivation of Mango Cultivation Advanced Cultivation of Brinjal Cultivation Advanced Cultivation of Cauliflower Cultivation Advanced Cultivation of Cabbage / Leaf Cauliflower Cultivation Advanced Cultivation of Pea Cultivation Advanced Technique and Processing of Pulses Cultivation Advanced Cultivation of Mango Cultivation Advanced Cultivation of Apricot Cultivation Advanced Cultivation of Vegetables Cultivation Advanced Cultivation of Medicinal Crops and Flowers World Aroma Advanced Cultivation Advanced Cultivation of Mustard Cultivation Advanced Cultivation Advanced Cultivation of Sericulture 7748048248548949 | 4934959749920 | 205207209240244243243245247248220224Shah230234235237243246253264264266268270273'
2265,1011,"'Kharif / Kharif Kharif / Rabi foodgrains 6F890. Usar paddy-Usar paddy-Usar paddy-CSR-0Narendra-2008CSR-30CSR-30CSR-36CSR-43CSR-3Usar paddy-3. Usar paddy-Narendra Usar paddy-2Narendra paddy-3CSR-0CSR-0Narendra Usar dhan-2008Narendra Usar dhan-2009Narendra Usar dhan-2009Narendra Usar dhan-2009Usar dhan-2009. CSR-0Narendra Uradhan-2008Narendra Uradhan-2008Narendra Uradhan-2009C. SR-36CSR-43CSR-3CSR-0Usar Paddy-2,3Narendra Usar Paddy-2008Narendra Usar Paddy-2009Usar Paddy-Usar Paddy. CSR-0. Narendra User Paddy-2Narendra User CSR-2008Narendra User Narendra User Paddy-2008Narendra User Paddy-2009Narendra User Paddy-2009MahsooriMahsooriSona. - Mahsuri Mahsuri Jal Lahari Jal Lahari-NDR-8002NDR-8002Narendra Narayani Narendra Jalpushpanrendra Mayankasvarna Sub. . All the gold. . (Suitable for water logging for less than 75 days) Chakia-59 Chakia-59 > Jalpriya Jalpriyajal Nidhi Jal Nidhi Rajal Magan Jal Magandhukar Madhukar - Flood Barrier Flood Barrier Swarna Sub-. All the gold. 07'"
2266,1071,"'Kharif / Kharif Kharif / Rabi foodgrains 2. Dry sugarcane leaves should be cut and separated 3. Under Integrated Pest Management, 40 cards of Trichogramma ceylonis per hectare. At an interval of 45 days at the rate of 4. One of the following insecticides should be used for chemical control. 5. Monocrotophos 36% SL2L. It is per. 800-4000 li. It should be dissolved in water and sprayed. Or 6. Chlorpyrifos 20% e.c. 4. 5 L. / Hey. 800-4000 li. Spraying should be done by dissolving in water. Or 7. Carbofuran 3% cg 30 kg. / Hey. should be covered at the rate of Rs. Gurdaspur pest: The infestation of this pest occurs from July to October. The caterpillar enters the second or third bud from the top and starts making a spiral cut inside like a spring. The buds become hollow from inside and get separated by setting strong wind blows. Prevention: 4. Infected plants should be cut and destroyed in the gregarious stage from July to October. 2. Teeth should be removed from the field after harvesting and burnt. 3. Trichogramma ceylonis parasites 50000 / ha. Transplantation at the rate of is found to reduce the pest infestation. 6. Black stick: The adult insects are black in colour and are most active on sugarcane stalks during the summer season (April to June). The infested crop appears yellow from a distance. Care should be taken while spraying. Prevent: Take any one of the following insecticides 625 on an infested crop in summer. Dissolve in water and sprinkle one or two - 4. Chlorpyrifos 4. 5 l. / Hey. 800-4000 li. Sprinkling should be done by dissolving in water. Or 2. Quinalphas 45 l. \'Hey. 800-4000 li. It should be dissolved in water and sprayed. Pyrilla: This insect is light brown in color with a length of 40 - 42 mm. It is long. Its tip is long and beak-like. Its young and young suck the juice from the sugarcane leaf and cause damage. Prevention: 4. Egg clusters should be removed and destroyed. 67'"
2267,2384,'Coconut yield and benefits: Natural farming of coconuts yields 43-44 quintals / hectare in the first year and about in the second year. 8-20 quintals / hectare and the third year yields about 20% more of the second year's output. While about 30-40 quintals of dry fodder is available. Benefits: Regular consumption of 0 kodo provides relief from blood pressure and heart diseases. 0 kodo helps in relieving harmful symptoms apart from maintaining abdominal moisture. 0 lecithin present in it increases the blood circulation in the veins. The 0 cod contains a good amount of phytochemicals such as phytic acid. Which reduces the chances of cancer growth. Harvest and Harvest: The crop should be harvested by the end of October. The crop must be harvested from the ground. Then it should be bundled for a week and left to dry.'
2268,1075,"'Kharif / Kharif Kharif / Rabi food grains2. Increases soil fertility, water holding capacity and aeration. 3. Different nutrients become available and are easily absorbed by the plants. 4. Use of chemical fertilizers / pesticides reduces atmospheric pollution. 56 There is an increase in yield. Organic materials based on agriculture are recycled. The use and importance of biofertilizers in the sugarcane crop As a result of the inclusion of improved varieties in sugarcane cultivation and intensive cultivation, adequate amounts of different nutrients are required to nourish the crops, which are supplied by the farmers only through chemical fertilizers. Excessive use of chemical fertilizers adversely affects the physical and chemical properties of the soil. At the same time, due to the ever-increasing price of chemical fertilizers, farmers are not able to use nutrients according to the demand of the crops, which also affects the crop yield. Nitrogen-supplementing biofertilizers (nitrogen fixation bacteria) 4. Azotobacter 2. Azospirillum 3. About 78% of nitrogen is available in the atmosphere but cannot be absorbed directly by plants due to its unavailability. Nitrogen fixation is done by bacteria by converting atmospheric nitrogen into nitrate, which is easily absorbed by plants. Phosphate solubilizing bacteria (PSB): Plants use only 40-45% of the amount of phosphorus given to the crop in the first year. Even in the second year, only 8-40 percent is used. The rest settles in the soil. Phosphatosalubilizing bacteria solubilize the unavailable phosphorus and convert it to the available state, which is easily absorbed by the plants. Thus, its use increases the phosphorus availability by 20 to 25%. The major phosphorus solvent bacteria are as follows - 4. Bacillus megaterium 2. Pseudomonas striata 3. Bacillus polymixa 4. Aspergillus evamori. Method of application of biofertilizers: Sugarcane: After 45 days of sowing, biofertilizer nitrogen fixation / phosphate solubilizing at 5. 0 kg. / Hey. at the rate of 400 kg. The cow dung or compost should be mixed with manure and scattered in rows of sugarcane to make a soft dough. Moisture in the field is very important when using biofertilizers. Precautions: 4. The biofertilizer should be kept in a dry cool place away from sunlight. 2. The biofertilizer should be used before the last validity date as per the recommended quantity.'"
2269,1004,'Subject No. No. 93. Biofertilizers 36094. Organic Farming 36495. Coarse Crops 36596. Food Processing and Value Addition 37397. Farmer Producer Organizations (70) 37698. Improving Farm Machinery 38499. Ten Sources of Diesel Savings in Tractors 388400. Low-Cost Farming Techniques 394404. Hydroponic Farming 393402. Nanofertilizers 396403. Composting with Parthenium (Carrot Grass) 399404. List of Prohibited and Prohibited Chemicals 402405. Percentage of Major Chemical Fertilizers and their Coefficients 404406.'
2270,1017,"'Kharif / Kharif Kharif / Rabi Foodgrains Institute Name Notification No. & Dated4566 (E) - 05.44.20052547 (E) - 29.40.200844. Vallabh Basmati Sardar Vallabhbhai & Technology 2487 (E) - 27.08.2009विश्वविद्यालय, Modipurampusa Basmati 6 (Pusa 4404 Rice Institute, New Delhi 733 (E) - 04.04.2040पंजाब Basmati Punjab Agricultural University, Ludhiana Basmati CSR 30 Central Soil Salinity Research Institute, Karnal after amendment, Haryana Basmati Dhan 40-9 Hindu University, Varanasi, 4669) Basmati 24 (IET 49493). Sardar Vallabhbhai Agriculture & Technology 2847 (E) - < ID'"
2271,1005,"'Advanced cultivation of Kharif / Kharif Kharif / Rabi foodgrains Paddy is the major crop of the state in Kharif. It is the largest area sown / sown and has great potential to increase productivity |यह. To achieve higher rice yields, the following factors must be taken into consideration: |2. Select the recommended varieties of paddy according to local conditions such as regional climate, soil, irrigation facilities, water logging, and suitability for sowing and transplanting. |मृदा Sow pure, certified and researched seeds |मृदा On a trial basis, timely and recommended quantities of balanced fertilizers, organic manure, and green manure. Make good use of the available irrigation potential by timely sowing / transplanting. The number of plants per unit area should be ensured. |कीट Disease and weed control should be done. |कम The ratio of fertilizers should be kept 2: 4: 4 even in the case of fertilizer availability. |4 Preparation of the field should be done by ploughing 2 - 3 after ploughing the land. At the same time, the farm should be made strong so that rainwater can be stored in the field for a long time. If green manure is being taken then phosphorus should be used along with its sowing. Irrigate the field a week before sowing / transplanting paddy so that weeds grow. Volume per hectare 60-75 kg. Mix rotten cow dung manure, sprinkle with lukewarm water and leave it in shade for 8-0 days, then add it to the fields at the time of last mowing to protect them from pests such as termites, white weeds, nematodes, root bugs, cutworms, etc. Volume per hectare 60-75 kg. After sprinkling light water mixed with cow dung manure and keeping it in shade for 8-40 days, the land should be tilled at the last ploughing before sowing. P749AF #े 3. Rice cultivation in the region is done by direct sowing and transplanting in non-irrigated and irrigated conditions. The recommended varieties of paddy for different climatic zones and conditions of the state are mentioned in Table-4. The qualities and characteristics of the main varieties are also listed in Table-2. 04'"
2272,2396,"'2. Spray 3 - 4 litres of Agni Shastra mixed with 250 litres of water per hectare to prevent termite infestation. 3. Use 3 - 7 litres of Dashaparni ak in 250 litres of water with 4 - 5 litres of Agni Shastra and 4 - 5 litres of Brahmastra to control sap-sucking insects (honey bee, thistles, and whitefly).'"
2273,2462,"'(ii)  Term loan component :  1st Year : Cost of   1 +1  Dairy Unit  :  ₹ 1,00,000  : Purchase of Tractor  :  ₹ 6,00,000  Total term loan amount                                        ….(B)   ₹ 7,00,000  Maximum Permissible Limit /   :  Kisan Credit Card Limit (A) +(B)  ₹ 11,09,000    Drawing Limit will be reduced every year based on repayment schedule of the term loan(s) availed and withdrawals will be allowed up to the drawing limit.'"
2274,1006,"'......................................... food grains. Table - Different climates, regions, conditions, and geographical regions of Uttar Pradesh Bhawar and Terai Western Plains Central Western Region Plains Saharanpur, Bijnor Ganga, Bijnor of Jamuna Doab, Moradabad, Situation Rampur, Moradabad District Saharanpur Rampur, Bareilly, Pilibhit, Bareilly Muzaffarnagar, Meerut Shahjahanpur, Badaun, Lakhimpur, Ghaziabad, Bulandshahr Jyotiba Phule Nagar Baghpat, Gautam Buddha Nagar 2 3 4 54. Unirrigated stage * Early maturing * Straight sowing Govinda, Govinda, Govinda Dry sowing Narendra-8 Narendra-8 Narendra-97 Narendra-97 + Planting Govinda, Govinda, Govinda GovindaNarendra-80 Dry sowing Govinda, Govinda-80 Dry sowing Dry sowing Dry sowing Dry sowing Malaviya Paddy-2 (HUR-3022) 2. Irrigated stage + Early maturing day Narendra-8 Narendra-48 Narendra-8 02'"
2275,2507,"'NABARD also provides support to the POs to access markets for their produce. Some of these activities are as below:  a. Credit and/or grant support for setting up of marketing infrastructure facilities for sale  of produce.  b. Support for marketing through rural haat and rural mart which had already been  established through NABARD support.  c. NABARD may facilitate tie-ups with buyers for Producers Organization's produce. d. Through existing schemes of National Horticulture Mission and Ministry of Agriculture,  NABARD may support creation of infrastructure wherever possible.'"
2276,2508,"'NABARD provides incentives for the POPI for taking care of the PO within the overall ceiling of 20% grant support to the PO. The incentive scheme is as below:  a. Max 5% of loan amount for POs up to 5 years old  b. Max 2.5% of loan amount for POs more than 5 years old c. The incentive is given 10% in advance, 70% linked to timely repayment of instalments  and rest 20% at the end subject to satisfactory repayment.'"
2277,2463,"'1.  Land holding : 1 acre      2.  Crops grown : Paddy (Scale of finance plus crop insurance per acre : ₹ 11,000)      3.  There is no change in Cropping Pattern for 5 years      4.  Allied Activities to be financed - One Non-Descript Milch Animal ( Unit Cost Rs : 15,000)'"
2278,1007,"'The recommended cultivars of paddy for Kharif / Kharif / Rabi food grain conditions are Southern Western Central Plains Bundelkhand North Eastern Eastern Plains Vindhyas Arid Zone Plains Zone Uttar Mandal Lucknow, Kanpur Jhansi and Gonda, Bahraich Barabanki, Ayodhya. All the Prayagraj Mandal of Mirzapur Chitrakoot Dham Basti, Deoria, Sultanpur, Pratapgarh, Prayagraj Janpad (except Pratapgarh Ko... Mandal Gorakhpur, Jaunpur, Azamgarh, Sonbhadra), Riddarthnagar, Ballia, Ghazipur, Chandauli Kemhrajganj, Varanasi, Chandauli Plateau Bhagkushinagar, Mau, Ambedkar Nagar, Balrampur, Sant Ravidas Nagar Shravasti, Sant Kabir Nagar. Govind Govind Govind Narendra-97 Narendra-97 Narendra-97 Narendra-97 Narendra-8 Narendra-448 Narendra-97 Govind Govind Barani Deep Barani Deep Barani Deepanendra Lalmati Narendra Lalmati Narendra Lalmati Dry Emperor Govind Govind Narendra-8 Narendra-48 Narendra-48 Dry Emperor Dry Emperor Govind Govind Govind, Ashwini Narendra-97 Narendra-97 Lalmati Narendra Lalmati Narendra Lalmati Dry Emperor. Dry Emperor Dry Emperor Barani Deep Barani Deep Barani IR-50 IR-50 Narendra-48 Narendra-80 Narendra-80 03'"
2279,1012,"'....................................... food grains. Table-2: Characteristics of Major Cultivars Species Notification The ripening yield. The duration of (a) of paddy rice rice is per decimal point. Varieties Percentage Early-ripening variety - 5.5.88 85-90 45-50 Minimum-monthly 65-70448 Long-white variety - 6.3.87 440-20. 50-60 Thus. Tadaiv 65-7080 Narendra -. 400-405. 40-45 Small. Monthly 70Narendra-2 4 40-45. 40-45 Monthly 70Labhamanhar- 449-22. 48-50 Monthly 704044.42.-43.44.45.46.47.लम्बा Safednarendra- 45.44.92 85-90 40-45 Tadaiv Tadaiv 7097Pant Dhan-4. 96 445-422. 50-60 Minimum Minimum 70-7242 Long White Lantern 20.9.06 95-00 40-45 Tadaiv - IR-50. - 405-440. 45-50 Tadaiva Tadaiva-ratna - 420-425. 40-45 Tadaiva. Tadaiv - Dry Emperor 6.2.070 405-0. 40-45 Tadaiv White - Narend Lalmati 27.8.09 405-440 30-35 Fine Light Yucchota Lalmalviya Paddy-2 440-445. 50-55 Yes. Tadev- (H. UR-3022) 2005 Malaviya 27.44.44. 435-440. 50-55 Small Aromatherapy -- 947 Medium (H. UR-947) CO-54 405-440. 60-65 Thick 69Shiats Ghan-5 420-425. 40-50 long 65.7सी. SR-6 420-425. 60-70 Resistance to moderate diseases _ _ _ characteristic of rice - for non-irrigated food area. Jhonka disease Eastern U.P. Resistant to irrigated deciduous light-affected grasslands Suitable for blast-resistant fungi 8 Moderately resistant to weeds in non-irrigated upland areas Suitable for fungi-Resistant to scorch, brown spot disease and large fungi Moderately resistant to blight Blast sheath Blightbacterial leaf Blightblast resistant to brown plant hopper and bacterial leaf Blight for grassland 08'"
2280,1022,"'..................................... food grains. 5. Soldier insect Hispa & 472 9 > > 9 (Evbanka pestana Bedakahara Phudakabhura Phudakasapheda Phudaka44. Gandhi bug42. Soldier insect 4. Termites: It is a social insect and lives in colonies. In a colony, about 90% of workers, 2-3% of soldiers, a queen and a king are there. Workers are yellowish white without wings. They eat the growing seeds, roots of plants and cause damage. 2. Root Stem: The stem of this insect is white like that of boiled rice. The stems stay in the center of the root and cause harm, as a result of which the plant turns yellow. 3. Narai insect (Gal mij): The borer of this insect affects the main stem inside the cow dung and forms an onion stem-shaped structure, which is called silver shoot or onion shoot. Such infested plants do not produce bali. 4. Leaf wrap insect: The borer of this insect is initially yellow in colour and later turns green, which feeds on the leaves by bending them lengthwise and scraping the green portion from inside. 5. Hispa: The girders of this insect eat the green part by making a tunnel in the leaves, which forms a blister-like formation on the leaves. Adult insects eat the green part of the leaves by scraping it |6. Bunka insect: The trunks of this insect make a shell by cutting the leaves parallel to its body and staying inside it eat the green part by scraping it by sticking to other leaves. 7. Stem borer: The female of this insect lays eggs in groups on the leaves. The eggs hatch and penetrate the stems, damaging the main shoot, which shows white scales when they hatch, and white scales when they hatch. 8. Green shoots: The adults of this insect are green in colour and have black dots on both sides of the upper wings. Both the young and adult leaves of this insect cause harm by sucking the sap from the leaves, due to which the infested leaves first turn yellow and later dark brown and start drying from the tip down. 9. Brown shoots: The adults of this insect are brown with brown wings and the young are brown without wings. Both the young and the adults of this insect suck the sap from the leaves and buds and start drying, which is also called 'hopper burn', so that at the beginning of the outbreak, the plants are 40. White-backed shoots: The adults of this insect are brown and yellow-bodied with blackness. They have a white stripe on the wing joint. Infants are wingless white with white and black spots on the abdomen. Both young and adult leaves of this insect wither. They suck the sap between the anthers, causing the plant yellow44.Gandhi bug: Infants and adults of this insect are long-legged brown with a characteristic odor, which harms the milk produced in the grains during lactation. The affected grains do not produce rice. 48'"
2281,1009,"'Kharif / Kharif Kharif / Rabi Foodgrains Manaharendra-80Pant Paddy-2IR-50Narendra Lalmati Shushuk Samratbarani Deep. Krantipant Paddy-4 Pant Paddy-0Sarju-52Narendra-359Narendra Paddy-20 342-4 Narendra Paddy-2026Narendra Paddy-2064Narendra Paddy-2065Pusa-44Ta-3Basmati-370PusaBasmatiBallabhBasmati22MalviyaSungam-405MalviyaSungam-43NarendraSungammanarendra-80Pant Paddy-2IR-50Saket-4Sushk SamratbaraniDeepsarju-52Pant Paddy-4Sitapant Paddy-4, Pant Paddy-40Narendra-359, Krantinarendra Paddy-342-. Narendra Paddy - 2026Narendra Paddy - 264Narendra Paddy - 2065To-23Mahasurisambha Mansuri MTU - 00. Swarnata - 3To-8Pusa Basmati -. Pusa Basmati. Pusa Basmati - Haryana Basmati Pusa सुगन्धित-4.5. Valalabh Basmati 22 Malviya Aroma 405 Malviya Aroma 4 - 3 Narendra Aroma Malviya Aroma 405 Malviya Aroma 4 - 3 Narendra Aroma 90 T Narendra-97 Narendra-48 Narendra-48IR-36 Narendra-97 Narendra-97 Narendra-80Pant Paddy-42Pant Paddy-42Pant Paddy-42I. R-50 IR-50 IR-50 Narendra Lalmati Narendra Lalmati Lalmati Dry Emperor Barani Deep Barani Deep Barani Deepsarju-52 Sarju-52 Sarju- 52 Sarju- 52 Sita Sitapant Dhaghan-4 Pannat Ghadhan-4 Pannat Dhan-44 Narendra-349 Narendra Dhan-2026 Narendra Dhan-2064 Narendra Dhan-2065 NDR-8002Ta-28 Mahasurinrendra Mayankrendra Narayanpanendra Jalpushswarna Sub 4ta-3Pusa Basmati-] Basmati-370 Vallabh Basmati 22 Malviya Sugandh 405 . Narendra paddy-342-Narendra paddy-2026Narendra paddy-2064Narendra paddy-2065Tata-23MahasuriSwarnata-3Pusa Basmati. Basmati3702. Vallabh Basmati 22 Malviya Aroma 405 Malviya Aroma 4 - 3 Narendra Aroma 05'"
2282,1008,'......................................... food grains. 2 3 4 5 Narendra-97 Narendra-97 Narendra-97 Dry Emperor Dry Emperor Malaviya Paddy-2 Malaviya Paddy-2 Malaviya Paddy-2 * Medium-term (. 20-40 days) * Late ripening (more than 40 days) Manaharpusa-69Narendra-80Panta paddy-42Panta paddy-40Panta paddy-4Sarju-52Narendra-359Pusa-44Narendra paddy-2064Narendra paddy-342. Narendra Paddy-2026 T-3 Pusa Basmati- Haryana - Basmati. Pusa Fragrance-4 & 5 Vallabh Basmati 22 Malviya Fragrance-405 Malviya Fragrance-43 Malviya Basmati 40-9 (HU-R-3022) Manharanendra-80Panta Paddy-2Narendra LalmatiShuska SamratbaraniDeeppanta Paddy-04Panta Paddy-40Sarju-52Pusa-44Narendra Paddy-2064Narendra Paddy-20 32-4 Narendra Paddy-2026NDR-8002No-23Pusa Basmati-3. Haryana - Basmati. Tarawadi Basmati Basmati. Vallabh Basmati 22 Malviya Fragrance 405 Malviya Fragrance 4 - 3 Malviya Basmati 40-9 Malviya Fragrance - - (HUR - 3022) Manharanendra - 80Punt Paddy - 42Narendra Lalmati Shushk Samratbarani Deeppunt Paddy - 0Punt Paddy - 4Sarju - 52Narendra - 359Pusa - 44Narendra Paddy - 2064Narendra Paddy - 342Narendra Paddy - 2026Ta3 Basmati - 370Pusa Basmati -. Haryana - Basmati. Vallabh basmati 22 Malviya aroma 405 Malviya aroma 4 - 3 Malviya basmati 40-9 Malviya aroma -. 04'
2283,1013,'Kharif / Kharif Kharif / Rabi foodgrains to 2 3 4 5 6 7 8 9 (b) Moderately late ripening rendra-359. 2.9.94 30-35. 60-65 Long medium. 72 Bacteria are particularly resistant to medium dandruff in all large white scorched stones. Pant paddy-4 9.4.85. 425-30 50-60 Thin rice. .70 Antibacterial and anti-inflammatory. 47.8.93 425-30 55-60 Rice. Tadaiv. 70 Jhonka U.P. Barrier West Central Plains Area Barrier Suitable for Jhulsa Plantation 4. Sita - 430-355 45-50. Medium White - - 5. Sarju - 52 44. 82. 430-385. 50-60 Long medium. 70 Bacteria - Scorch6. MalviyaGHAN-36 9.9.97 430-35. 45-56 Thin White 65.70 Bacterial Eastern Small Thin Leaf Blight For U.P. Dana Barrier For Green Fungus Medium7. Narendra Paddy Barrier-2064 27.8.099_ 475-20 50-55. Medium White 50.55 - Entire U.P. Long8. Narendra Paddy-3] 42-. . 27.8.099 425-30 50-55. Medium White 55.60 - Tadev9. Narendra Dhan-2065 - 420-25. . 50.55 Long White 70. 5. Medium Tadevmota Avrodhi 40. Malviya Paddy -. 20-425. 55-60 Thin white barrier Tadev44. Shiats paddy-. 425-428 45-65. long-grain 66. 7 Batteries whole U.P. leaf blightspot and medium resistance to sheath blight42. Sheets paddy-2 425-428._ 45-65 long-grain 65. 0 whole U.P. 43. Sheets paddy-4 430-435 48-52 medium-grain 65. 0 whole U.P. (s) late-ripening variety4. Mahsuri 43.4.89 440-450. 30-40 Medium white. 70 Moderately obstructive 30-40 occurs even in semi-medium deep water2. Samba mahsuri 455 60 Small white. 70 Bouni Patla3. Shiats Dhan-3 430-438. 46-50 Monthly Month 64. 5. < / ID1 >'
2284,1016,"'........................................ food grains. So 2 3 4 5 6 7 8 90. Gold sub-4 27.8.029 45-50 35-40 Small white 75 -- Thin. Narendra Narayani 2009 435-40 45-50 Long-Long Thick, 7 Bacteria 7-07-8 Thick-Sweet-Eating Scorch, Leaf Scorch Inhibitor 4/20 in Flood Day 2008 5.0. 2009 & Stem & Saw Gourer Avro2. Narendra Jalapushpa 2009 40-45 45-50 Tall, 70. 5 Stem Worker, 40-57-8 \'£Thick Edible Leaf Wrap Flood2008. 5. 0. Sweet Leaf Scorcher Avro4, / 20. 20093. Narendra Mayank 2009. 40-45 48-52 Long thin 72. 2 leaf scorch, 0-27-8 thin naan hai dhabba, बाढ़2008-9.0. Basmati tha scorch inhibitor 4/20. 2009 and other notified species of Stemborabasmati: No. Species Name Institute Name Notification No. and dated Punjab Agricultural University, Ludhiana 4045- 24.09.969364 (E) - 30.06.4973राइस Farm, Kala Shah Kaku 786- 02.02.4976 (now in Pakistan) 364 (E) - 30.06.4973टाइप 3 (Dehraduni Basmati) Rice Research Station, Nagina, Uttar Pradesh Basmati 4 (Bauni Basmati) [Punjab Agricultural University, Ludhiana Indian Agricultural Research Institute, New Delhi 645 (E) - 06.44.4989चावल Directorate of Research, Rajendra Nagar, 645 (E) - 06.44.4989हैदराबाद, Telangana Haryana Basmati. CCSHAU, Rice Research Station, Kaul 793 (E) - 22.44.994जनपद-कैथल, Haryana State Sugandha Rice Research Station, Banswara, Rajasthan 408 (E) - 04.05.4995तराओरी Basmati (HBC 49, / |सीसीएसएचएयू, Rice Research Station, Kaul 4 (E) - 04.04.4996करनाल Local) District - Kaithal, Haryana Basmati Rice Research Station, RS Pura, Jammu 04.04.4996पंजाब Agricultural University, Ludhiana42. |संशोधित Pusa Basmati. Indian Agricultural Research Institute, New Delhi 4478 (E) - 20.07.2007 (Pusa 4460) 42'"
2285,1018,"'........................................ food grains. 3. Pure and Certified Seeds: Certified seeds give higher yield and farmers can carefully use their own produce (except hybrids) as the next seed. Re-certified sowing after the third year |4. Balanced use of fertilizers and method: It is advisable to use fertilizers only on the basis of soil testing. If the soil is not tested for any reason, fertilizers should be used as follows: High-yielding varieties: Fertilizer quantity: kg. / Hey. (a) Quick ripening Nitrogen Phosphorus Potash 420 60 60 Method of application: Use the entire amount of phosphorus and potash before planting and one-third amount of nitrogen after 7 days of planting, one-third amount at the time of hatching and one-third amount at the stage of seedling formation by topdressing. Nitrogen Phosphorus Potash) Medium late ripening method 450 60 60C) Aromatic Paddy (Dwarf) method 420 60 60 (2) Native species: Fertilizer quantity-Kg. / Hey. Nitrogen phosphorus potash a) Cold ripening 60 30 30 b) Medium late ripening 60 30 30 c) Aromatic rice 60 30 30 Method of application: One week after sowing, apply one-third of the nitrogen and the entire amount of phosphorus and potash before sowing and the remaining amount of nitrogen evenly twice at the time of blossoming and at the initial stage of seedling formation. Do not apply fertilizer after grain formation. Sowing: (a) High-yielding varieties: Fertilizer amount: kg. / Hey. Nitrogen phosphorus potash 400-420 50-60 50-60 Method of application: Put one-fourth of the nitrogen and the entire amount of phosphorus and potash in the bud under the seed, two-fourths of the remaining nitrogen at the time of hatching and the remaining one-fourth at the initial stage of bud formation. (b) Native species: Quantity of fertilizer: kg. \'Hey. Nitrogen phosphorus potash 60 30 30 Method of application: Tadvayu 44'"
